sb1	0	499999	6.022
sb1	500000	999999	6.248
sb1	1000000	1499999	6.644
sb1	1500000	1999999	6.87
sb1	2000000	2499999	6.7
sb1	2500000	2999999	6.476
sb1	3000000	3499999	6.781
sb1	3500000	3999999	6.17
sb1	4000000	4499999	6.129
sb1	4500000	4999999	6.209
sb1	5000000	5499999	6.459
sb1	5500000	5999999	6.508
sb1	6000000	6499999	6.17
sb1	6500000	6999999	6.539
sb1	7000000	7499999	7.219
sb1	7500000	7999999	6.322
sb1	8000000	8499999	6.229
sb1	8500000	8999999	6.524
sb1	9000000	9499999	6.375
sb1	9500000	9999999	6.109
sb1	10000000	10499999	6.409
sb1	10500000	10999999	6.17
sb1	11000000	11499999	5.954
sb1	11500000	11999999	6.409
sb1	12000000	12499999	6.459
sb1	12500000	12999999	6.066
sb1	13000000	13499999	6.15
sb1	13500000	13999999	6.229
sb1	14000000	14499999	6.248
sb1	14500000	14999999	5.781
sb1	15000000	15499999	6.248
sb1	15500000	15999999	5.459
sb1	16000000	16499999	4
sb1	16500000	16999999	5.728
sb1	17000000	17499999	5.615
sb1	17500000	17999999	6.375
sb1	18000000	18499999	5.781
sb1	18500000	18999999	6.129
sb1	19000000	19499999	5.7
sb1	19500000	19999999	5.755
sb1	20000000	20499999	5.322
sb1	20500000	20999999	5.087
sb1	21000000	21499999	5.248
sb1	21500000	21999999	5.807
sb1	22000000	22499999	5.358
sb1	22500000	22999999	4.459
sb1	23000000	23499999	3.7
sb1	23500000	23999999	4.7
sb1	24000000	24499999	4.392
sb1	24500000	24999999	5.954
sb1	25000000	25499999	4.755
sb1	25500000	25999999	5.492
sb1	26000000	26499999	4
sb1	26500000	26999999	5.7
sb1	27000000	27499999	5.358
sb1	27500000	27999999	4.907
sb1	28000000	28499999	4.248
sb1	28500000	28999999	2.322
sb1	29000000	29499999	4.248
sb1	29500000	29999999	3.907
sb1	30000000	30499999	4.907
sb1	30500000	30999999	4.954
sb1	31000000	31499999	4.858
sb1	31500000	31999999	4.17
sb1	32000000	32499999	3.322
sb1	32500000	32999999	1.585
sb1	33000000	33499999	0
sb1	33500000	33999999	2.807
sb1	34000000	34499999	2.807
sb1	34500000	34999999	4.322
sb1	35000000	35499999	3.7
sb1	35500000	35999999	2.585
sb1	36000000	36499999	4.755
sb1	36500000	36999999	2.585
sb1	37000000	37499999	0
sb1	37500000	37999999	1.585
sb1	38000000	38499999	5.358
sb1	38500000	38999999	0
sb1	39000000	39499999	3
sb1	39500000	39999999	3
sb1	40000000	40499999	0
sb1	40500000	40999999	1.585
sb1	41000000	41499999	0
sb1	41500000	41999999	0
sb1	42000000	42499999	0
sb1	42500000	42999999	0
sb1	43000000	43499999	0
sb1	43500000	43999999	0
sb1	44000000	44499999	0
sb1	44500000	44999999	0
sb1	45000000	45499999	0
sb1	45500000	45999999	2
sb1	46000000	46499999	3.322
sb1	46500000	46999999	3.459
sb1	47000000	47499999	3.17
sb1	47500000	47999999	3.322
sb1	48000000	48499999	3
sb1	48500000	48999999	3
sb1	49000000	49499999	3.17
sb1	49500000	49999999	4
sb1	50000000	50499999	3.17
sb1	50500000	50999999	5.285
sb1	51000000	51499999	4.858
sb1	51500000	51999999	3.17
sb1	52000000	52499999	3.807
sb1	52500000	52999999	5.392
sb1	53000000	53499999	5
sb1	53500000	53999999	4.524
sb1	54000000	54499999	5
sb1	54500000	54999999	4.585
sb1	55000000	55499999	5
sb1	55500000	55999999	5.728
sb1	56000000	56499999	5.358
sb1	56500000	56999999	6.19
sb1	57000000	57499999	5.358
sb1	57500000	57999999	5.087
sb1	58000000	58499999	6.066
sb1	58500000	58999999	5.615
sb1	59000000	59499999	5.833
sb1	59500000	59999999	5.358
sb1	60000000	60499999	6.15
sb1	60500000	60999999	6.129
sb1	61000000	61499999	6.15
sb1	61500000	61999999	5.672
sb1	62000000	62499999	6.459
sb1	62500000	62999999	6.209
sb1	63000000	63499999	5.555
sb1	63500000	63999999	5.672
sb1	64000000	64499999	6.459
sb1	64500000	64999999	5.977
sb1	65000000	65499999	6.087
sb1	65500000	65999999	6.066
sb1	66000000	66499999	6.375
sb1	66500000	66999999	6.15
sb1	67000000	67499999	6.304
sb1	67500000	67999999	6.304
sb1	68000000	68499999	6.15
sb1	68500000	68999999	6.555
sb1	69000000	69499999	6.6
sb1	69500000	69999999	6.524
sb1	70000000	70499999	6.248
sb1	70500000	70999999	6.129
sb1	71000000	71499999	6.285
sb1	71500000	71999999	6.248
sb1	72000000	72499999	6.209
sb1	72500000	72999999	6.19
sb1	73000000	73499999	6.248
sb1	73500000	73999999	6.714
sb1	74000000	74499999	6.375
sb1	74500000	74999999	6.285
sb1	75000000	75499999	6.629
sb1	75500000	75999999	6.443
sb1	76000000	76499999	6.34
sb1	76500000	76999999	6.322
sb1	77000000	77499999	6.508
sb1	77500000	77999999	5.728
sb1	78000000	78499999	6.19
sb1	78500000	78999999	6.714
sb1	79000000	79499999	6.267
sb1	79500000	79999999	6.57
sb1	80000000	80499999	6.267
sb2	0	499999	6.375
sb2	500000	999999	6.087
sb2	1000000	1499999	6.322
sb2	1500000	1999999	6.304
sb2	2000000	2499999	5.585
sb2	2500000	2999999	6.267
sb2	3000000	3499999	5.755
sb2	3500000	3999999	6.044
sb2	4000000	4499999	6.459
sb2	4500000	4999999	6.044
sb2	5000000	5499999	6.109
sb2	5500000	5999999	5.931
sb2	6000000	6499999	5.585
sb2	6500000	6999999	5.322
sb2	7000000	7499999	5.492
sb2	7500000	7999999	5.833
sb2	8000000	8499999	5.883
sb2	8500000	8999999	5.358
sb2	9000000	9499999	6.807
sb2	9500000	9999999	6.17
sb2	10000000	10499999	4.755
sb2	10500000	10999999	4.585
sb2	11000000	11499999	5
sb2	11500000	11999999	4
sb2	12000000	12499999	4.7
sb2	12500000	12999999	4.755
sb2	13000000	13499999	5.585
sb2	13500000	13999999	5.524
